Feature ID,Feature Name,Clean Feature Name,Target,Diameter,Center Latitude,Center Longitude,Northernmost Latitude,Southernmost Latitude,Easternmost Longitude,Westernmost Longitude,Coordinate System,Continent Ethnicity,Feature Type,Feature Type Code,Quad,Approval Status,Approval Date,Reference,Origin,Additional Info,Last Updated
31,Achar,Achar,Mars,5.36,45.43,123.16,45.48,45.39,123.23,123.10,"Planetocentric, +East, 0 - 360",Uruguay,"Crater, craters",AA,mc07,Approved,1979,[36],Town in Uruguay.,,"Nov 17, 2010"
32,Achek Dorsa,Achek Dorsa,Venus,1000.00,-37.20,230.00,-37.20,-37.20,230.00,230.00,"Planetocentric, +East, 0 - 360",Sudan,"Dorsum, dorsa",DO,v51,Approved,1997,[107],Dinka (Sudan) wife of rain god Deng.,,"Oct 01, 2006"
33,Achelous,Achelous,Ganymede,40.00,61.90,11.78,62.34,61.47,11.01,12.55,"Planetographic, +West, 0 - 360",Greek,"Crater, craters",AA,-,Approved,1979,[19],"Greek river god; father of Callirrhoe, Ganymede's mother.",None,"Nov 13, 2015"
34,Acheron Catena,Acheron Catena,Mars,421.77,37.47,259.20,40.70,33.51,261.71,256.71,"Planetocentric, +East, 0 - 360",Greek,"Catena, catenae",CA,mc03,Approved,1979,[57],"Named for classical albedo feature at 35N, 140W.",,"Oct 01, 2006"
35,Acheron Fossae,Acheron Fossae,Mars,703.11,38.27,224.98,40.03,31.47,230.92,216.90,"Planetocentric, +East, 0 - 360",Greek,"Fossa, fossae",FO,mc02,Approved,1979,[57],"From classical albedo feature at 35N, 140W.",,"Oct 01, 2006"
14405,Achilles,Achilles,Tethys,58.60,0.60,324.38,3.81,-2.47,321.47,327.12,"Planetographic, +West, 0 - 360",Greek,"Crater, craters",AA,-,Approved,"Apr 28, 2008",[28],"Son of Peleus and Thetis, commander of the Myrmidons at Troy.",,"Jun 19, 2008"
15376,Achita,Achita,Ceres,40.00,25.82,65.96,28.08,23.55,68.69,63.22,"Planetocentric, +East, 0 - 360",Nigeria,"Crater, craters",AA,-,Approved,"Sep 21, 2015",[174],Nigerian god of agriculture.,None,"Feb 04, 2016"
36,Acidalia Colles,Acidalia Colles,Mars,356.30,50.34,336.91,52.96,48.42,340.37,331.77,"Planetocentric, +East, 0 - 360",Greek,"Collis, colles",CO,mc04,Approved,2000,[71],From classical albedo feature name.,,"Oct 01, 2006"
37,Acidalia Mensa,Acidalia Mensa,Mars,226.86,46.69,334.66,48.69,45.03,337.03,331.81,"Planetocentric, +East, 0 - 360",Greek,"Mensa, mensae",MN,mc04,Approved,2000,[71],From classical albedo feature name.,,"Oct 01, 2006"
38,Acidalia Planitia,Acidalia Planitia,Mars,3505.00,49.76,339.26,68.68,14.75,16.18,305.12,"Planetocentric, +East, 0 - 360",Greek,"Planitia, planitiae",PL,mc04,Approved,1973,[57],"From classical albedo feature at 44N, 21W.",None,"Jun 06, 2018"
39,Acmon,Acmon,Dactyl,0.30,-39.00,138.00,-39.00,-39.00,138.00,138.00,"Planetocentric, +East, 0 - 360",Greek,"Crater, craters",AA,-,Approved,1997,[1],One of the original three Dactyls.,,"Oct 01, 2006"
15196,Aconia,Aconia,Vesta,19.00,7.54,151.37,9.54,5.53,153.52,149.22,"Planetocentric, +East, 0 - 360",Roman,"Crater, craters",AA,-,Approved,"Feb 05, 2014",[313],"Fabia Aconia Paulina; Roman aristocratic woman, wife of Praetextatus (d. c. 384).",None,"Feb 05, 2014"
40,Acosta,Acosta,Moon,13.06,-5.65,60.14,-5.43,-5.86,60.36,59.92,"Planetographic, +East, -180 - 180",Portugal,"Crater, craters",AA,LAC-80,Approved,1976,-,"Cristobal; Portuguese doctor, natural historian (1515-1580).",,"Oct 18, 2010"
41,Acrea Corona,Acrea Corona,Venus,200.00,24.20,243.70,25.00,23.20,245.40,242.30,"Planetocentric, +East, 0 - 360",Greek,"Corona, coronae",CR,v28,Approved,2003,[83],Greek resplendent mother goddess.,,"Oct 01, 2006"
14182,Ada,Ada,Mars,2.09,-3.06,356.78,-3.04,-3.08,356.79,356.76,"Planetocentric, +East, 0 - 360",United States,"Crater, craters",AA,mc19,Approved,"Sep 14, 2006",[74],"Town in Oklahoma, USA.",,"Nov 17, 2010"
42,Adad,Adad,Ganymede,39.00,57.43,358.02,57.81,56.97,357.65,358.45,"Planetographic, +West, 0 - 360",Assyro-Babylonian,"Crater, craters",AA,-,Approved,1979,[1],Assyro-Babylonian god of thunder.,None,"Nov 13, 2015"
43,Adaiah,Adaiah,Venus,18.00,-47.30,253.40,-47.30,-47.30,253.40,253.40,"Planetocentric, +East, 0 - 360",Hebrew,"Crater, craters",AA,v52,Approved,1994,[83],Hebrew first name.,,"Oct 01, 2006"
44,Adal,Adal,Callisto,41.70,75.50,79.70,76.00,75.00,78.10,81.60,"Planetographic, +West, 0 - 360",Norse,"Crater, craters",AA,-,Approved,1979,[17],Norse; son of Karl and Erna.,,"Oct 01, 2006"
45,Adamas Labyrinthus,Adamas Labyrinthus,Mars,853.00,35.70,105.12,41.07,30.34,111.46,96.27,"Planetocentric, +East, 0 - 360",Greek,"Labyrinthus, labyrinthi",LB,mc06,Approved,1982,[57],Classical albedo feature name; “;A River of Diamonds“;; today's River Sarbarnarekha in India.,,"Oct 01, 2006"
46,Adams,Adams,Mars,90.22,30.91,163.10,31.68,30.15,163.99,162.22,"Planetocentric, +East, 0 - 360",American,"Crater, craters",AA,mc07,Approved,1973,[68],Walter S.; American astronomer (1876-1956).,,"Nov 17, 2010"
47,Adams,Adams,Moon,63.27,-31.89,68.39,-30.85,-32.93,69.62,67.16,"Planetographic, +East, -180 - 180",American,"Crater, craters",AA,LAC-98,Approved,1970,[89],John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).,,"Oct 18, 2010"
7076,Adams B,Adams B,Moon,31.33,-31.54,65.70,-31.05,-31.98,66.31,65.10,"Planetographic, +East, -180 - 180",American,Satellite Feature,SF,LAC-98,Approved,2006,[89],John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).,,"Oct 18, 2010"
7077,Adams C,Adams C,Moon,11.12,-32.35,65.54,-32.17,-32.53,65.76,65.32,"Planetographic, +East, -180 - 180",American,Satellite Feature,SF,LAC-115,Approved,2006,[89],John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).,,"Oct 18, 2010"
7078,Adams D,Adams D,Moon,46.26,-32.41,71.45,-31.64,-33.17,72.35,70.55,"Planetographic, +East, -180 - 180",American,Satellite Feature,SF,LAC-115,Approved,2006,[89],John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).,,"Oct 18, 2010"
7079,Adams M,Adams M,Moon,25.23,-34.73,69.33,-34.32,-35.15,69.84,68.83,"Planetographic, +East, -180 - 180",American,Satellite Feature,SF,LAC-115,Approved,2006,[89],John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).,,"Oct 18, 2010"
48,Adamson,Adamson,Venus,27.20,-14.80,29.60,-14.80,-14.80,29.60,29.60,"Planetocentric, +East, 0 - 360",Austria,"Crater, craters",AA,v32,Approved,1994,[99],"Joy; Austrian author, animal expert (1910-1980).",,"Oct 01, 2006"
7080,Adams P,Adams P,Moon,25.43,-35.15,70.91,-34.73,-35.56,71.42,70.40,"Planetographic, +East, -180 - 180",American,Satellite Feature,SF,LAC-115,Approved,2006,[89],John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).,,"Oct 18, 2010"
49,Adapa,Adapa,Ganymede,57.00,73.08,31.32,73.71,72.46,29.48,33.16,"Planetographic, +West, 0 - 360",Assyro-Babylonian,"Crater, craters",AA,-,Approved,1979,[1],"Assyro-Babylonian; lost immortality when, at Ea's advice, he refused food of life.",None,"Nov 13, 2015"
50,Addams,Addams,Venus,87.00,-56.20,98.90,-56.20,-56.20,98.90,98.90,"Planetocentric, +East, 0 - 360",American,"Crater, craters",AA,v57,Approved,1994,[99],Jane; American social reformer (1860-1935).,,"Oct 01, 2006"
14452,Adelroth,Adelroth,Iapetus,57.00,6.60,183.60,6.60,6.60,183.60,183.60,"Planetographic, +West, 0 - 360",France,"Crater, craters",AA,-,Approved,"Aug 05, 2008",[29],"Marsilion’s nephew, killed by Roland in the first battle.",,"Nov 17, 2008"
6982,Adiri,Adiri,Titan,0.00,-10.00,210.00,-10.00,-10.00,210.00,210.00,"Planetographic, +West, 0 - 360",Melanesia,Albedo Feature,AL,-,Approved,2006,[83],Melanesian afterworld where life is easier than on Earth.,,"Oct 01, 2006"
51,Aditi Dorsa,Aditi Dorsa,Venus,1200.00,-30.00,189.00,-30.00,-30.00,189.00,189.00,"Planetocentric, +East, 0 - 360",India,"Dorsum, dorsa",DO,v50,Approved,1997,[1],Indian sky goddess.,,"Oct 01, 2006"
52,Adivar,Adivar,Venus,30.30,8.90,76.20,8.90,8.90,76.20,76.20,"Planetocentric, +East, 0 - 360",Turkey,"Crater, craters",AA,v22,Approved,1991,[99],"Halide; Turkish educator, author (1883-1964).",,"Oct 01, 2006"
53,Adjua,Adjua,Rhea,0.00,40.20,118.90,40.20,40.20,118.90,118.90,"Planetographic, +West, 0 - 360",Ulci,"Crater, craters",AA,-,Approved,1982,[50],Mythical heroine and ancestor of the Ulci tribe.,,"Dec 30, 2008"
54,Adlinda,Adlinda,Callisto,840.00,-48.50,35.60,-37.80,-56.20,23.40,48.80,"Planetographic, +West, 0 - 360",Eskimo,Large ringed feature,LG,-,Approved,1979,[1],Eskimo; place in ocean depths where souls are imprisoned after death.,,"Oct 01, 2006"
15676,Adlivun Cavus,Adlivun Cavus,Pluto,21.40,-15.40,188.86,-14.93,-15.87,189.21,188.46,"Planetocentric, +East, 0 - 360",Inuit,"Cavus, cavi",CB,-,Approved,"Aug 08, 2017",[345],Underworld in Inuit myths.,None,"Sep 15, 2017"
55,Admetus,Admetus,Phoebe,58.00,11.40,39.10,11.40,11.40,39.10,39.10,"Planetographic, +West, 0 - 360",Greek,"Crater, craters",AA,-,Approved,2006,[177],"Argonaut, founder and king of Pherae in Thessaly.",,"Oct 01, 2006"
56,Adonis Linea,Adonis Linea,Europa,1560.00,-61.00,122.60,-28.60,-82.30,131.20,148.40,"Planetographic, +West, 0 - 360",Greek,"Linea, lineae",LI,-,Approved,1979,[19],"Greek; son of Phoenix, nephew of Europa.",,"Oct 01, 2006"
57,Adrasthea Tesserae,Adrasthea Tesserae,Venus,750.00,30.00,55.00,30.00,30.00,55.00,55.00,"Planetocentric, +East, 0 - 360",Greek,"Tessera, tesserae",TE,v09,Approved,1997,[107],Greek goddess of law.,,"Oct 01, 2006"
58,Adrastus,Adrastus,Dione,38.50,-61.66,46.57,-60.00,-63.70,42.27,50.30,"Planetographic, +West, 0 - 360",Greek,"Crater, craters",AA,-,Approved,1982,[44],"King of Argos, one of the seven against Thebes, and the only one to return alive.",,"Jun 04, 2008"
59,Adriana,Adriana,Titania,50.00,-20.10,3.90,-20.10,-20.20,5.80,2.10,"Planetocentric, +East, 0 - 360",Great Britain,"Crater, craters",AA,-,Approved,1988,[85],Wife of Antipholus of Ephesus in “;The Comedy of Errors.“;,,"Oct 01, 2006"
60,Adventure Rupes,Adventure Rupes,Mercury,340.00,-65.48,65.30,-63.50,-65.56,58.39,72.78,"Planetographic, +West, 0 - 360",England,"Rupes, rupēs",RU,H-15,Approved,1976,[59],"English; one of Cook's ships on second voyage to the Pacific, 1772-75.",None,"Oct 07, 2016"
61,Adzoba,Adzoba,Venus,10.00,12.80,117.00,12.80,12.80,117.00,117.00,"Planetocentric, +East, 0 - 360",Ghana,"Crater, craters",AA,v23,Approved,1997,[107],Ewe (Ghana) first name.,,"Oct 01, 2006"
16111,Aegaeo Rupes,Aegaeo Rupes,Mercury,222.00,-9.19,15.28,-7.20,-11.98,14.52,17.08,"Planetographic, +West, 0 - 360",Greek,"Rupes, rupēs",RU,H-06,Approved,"Dec 02, 2022",[658],"Greek; research vessel that performs geophysical, geological, and hydrographic surveys in the Mediterranean Sea since 1985.",,"Dec 09, 2022"
62,Aegina Farrum,Aegina Farrum,Venus,60.00,35.50,20.90,35.50,35.50,20.90,20.90,"Planetocentric, +East, 0 - 360",Greek,"Farrum, farra",FR,v08,Approved,1994,[83],Greek river nymph.,,"Oct 01, 2006"
63,Aegir,Aegir,Callisto,53.90,-45.80,103.80,-45.20,-46.40,102.80,104.60,"Planetographic, +West, 0 - 360",Norse,"Crater, craters",AA,-,Approved,1997,[17],Norse sea god.,,"Oct 01, 2006"
14929,Aelia,Aelia,Vesta,4.34,-14.26,290.80,-13.78,-14.74,291.31,290.30,"Planetocentric, +East, 0 - 360",Roman,"Crater, craters",AA,-,Approved,"Feb 28, 2012",[256],Aelia Oculata; Roman vestal virgin (c. 83).,None,"Mar 17, 2014"
15913,Aellopus Saxum,Aellopus Saxum,Bennu,0.01,25.44,335.67,26.02,24.85,336.31,335.02,"Planetocentric, +East, 0 - 360",Greek,"Saxum, saxa",SA,-,Approved,"Mar 26, 2020",[571],"Aello; Greek, one of the harpies (together with Celaeno and Ocypete), half-maiden and half-bird personification of storm winds, that would snatch and carry things away from Earth.",None,"Mar 30, 2020"
64,Aeneas,Aeneas,Dione,161.00,25.89,46.27,34.53,17.95,36.85,55.21,"Planetographic, +West, 0 - 360",Roman,"Crater, craters",AA,-,Approved,1982,[44],Hero of the Aeneid. The son of Anchises and Venus and a member of the royal family of Troy.,,"Jun 04, 2008"
65,Aeolis,Aeolis,Mars,0.00,-4.94,145.00,-4.94,-4.94,145.00,145.00,"Planetocentric, +East, 0 - 360",Greek,Albedo Feature,AL,mc23,Approved,1958,[60],Floating island where winds were kept in a cave.,None,"Feb 09, 2021"
15761,Aeolis Chaos,Aeolis Chaos,Mars,201.00,-7.13,150.60,-6.42,-7.83,152.24,148.96,"Planetocentric, +East, 0 - 360",Greek,"Chaos, chaoses",CH,mc23,Approved,"Jun 13, 2018",[57],Classical albedo feature name.,None,"Jun 13, 2018"
15019,Aeolis Dorsa,Aeolis Dorsa,Mars,459.17,-5.05,152.63,-1.03,-8.13,156.42,148.60,"Planetocentric, +East, 0 - 360",Greek,"Dorsum, dorsa",DO,mc23,Approved,"Jul 27, 2012",[71],Classical albedo feature name.,None,"Jul 27, 2012"
66,Aeolis Mensae,Aeolis Mensae,Mars,785.09,-3.25,140.63,2.07,-6.56,146.95,135.33,"Planetocentric, +East, 0 - 360",Greek,"Mensa, mensae",MN,mc23,Approved,1976,[57],Classical albedo feature name.,,"Oct 01, 2006"
15000,Aeolis Mons,Aeolis Mons,Mars,88.99,-5.08,137.85,-4.46,-5.61,138.62,137.11,"Planetocentric, +East, 0 - 360",Greek,"Mons, montes",MO,mc23,Approved,"May 16, 2012",[71],Classical albedo feature name.,None,"May 16, 2012"
15001,Aeolis Palus,Aeolis Palus,Mars,111.63,-4.47,137.42,-4.18,-5.39,138.65,136.75,"Planetocentric, +East, 0 - 360",Greek,"Palus, paludes",PA,mc23,Approved,"May 16, 2012",[71],Classical albedo feature name.,None,"May 16, 2012"
14165,Aeolis Planum,Aeolis Planum,Mars,852.81,-1.14,144.76,4.40,-6.68,149.98,139.08,"Planetocentric, +East, 0 - 360",Greek,"Planum, plana",PM,mc23,Approved,2006,[71],Classical albedo feature name.,,"Oct 01, 2006"
15031,Aeolis Serpens,Aeolis Serpens,Mars,538.55,-1.38,149.57,2.48,-4.90,152.00,147.68,"Planetocentric, +East, 0 - 360",Greek,"Serpens, serpentes",SE,mc23,Approved,"Aug 27, 2012",[57],Classical albedo feature name.,None,"Aug 27, 2012"
14523,Aepinus,Aepinus,Moon,16.74,87.96,-109.69,88.23,87.68,-101.91,-117.46,"Planetographic, +East, -180 - 180",Germany,"Crater, craters",AA,LAC-1,Approved,"Jan 22, 2009",[68],Franz Maria Ulrich Theodor Hoch; German-Russian astronomer (1724-1802).,,"Oct 18, 2010"
67,Aeracura Corona,Aeracura Corona,Venus,250.00,-19.00,238.50,-19.00,-19.00,238.50,238.50,"Planetocentric, +East, 0 - 360",Celtic,"Corona, coronae",CR,v39,Approved,1994,[111],Celtic earth goddess.,,"Oct 01, 2006"
68,Aeria,Aeria,Mars,0.00,9.88,50.00,9.88,9.88,50.00,50.00,"Planetocentric, +East, 0 - 360",Greek,Albedo Feature,AL,mc13,Approved,1958,[60],Greek name for Egypt; “;far land of mist“;.,,"Oct 01, 2006"
69,Aesacus Dorsum,Aesacus Dorsum,Mars,276.69,36.82,153.15,38.69,34.70,154.72,152.28,"Planetocentric, +East, 0 - 360",Greek,"Dorsum, dorsa",DO,mc07,Approved,1985,[57],"From albedo feature at 45N, 205W.",,"Oct 01, 2006"
70,Aethelflaed,Aethelflaed,Venus,20.00,-18.20,196.60,-18.20,-18.20,196.60,196.60,"Planetocentric, +East, 0 - 360",England,"Crater, craters",AA,v38,Approved,1994,[99],English leader of the Mercians (c. 884-918).,,"Oct 01, 2006"
71,Aetheria,Aetheria,Mars,0.00,39.67,130.00,39.67,39.67,130.00,130.00,"Planetocentric, +East, 0 - 360",Greek,Albedo Feature,AL,mc07,Approved,1958,[60],Upper world; land of living.,,"Oct 01, 2006"
72,Aethiopis,Aethiopis,Mars,0.00,9.88,130.00,9.88,9.88,130.00,130.00,"Planetocentric, +East, 0 - 360",Greek,Albedo Feature,AL,mc14,Approved,1958,[60],Countries of the Ethiopians on southern edge of the Earth.,,"Oct 01, 2006"
15888,Aetos Saxum,Aetos Saxum,Bennu,0.01,3.46,150.36,4.40,2.52,151.02,149.69,"Planetocentric, +East, 0 - 360",Greek,"Saxum, saxa",SA,-,Approved,"Jan 31, 2020",[560],"Greek, childhood playmate of the supreme god Zeus who was turned into an eagle by Hera.",None,"Mar 12, 2020"
14450,Afekan,Afekan,Titan,115.00,25.80,200.30,25.80,25.80,200.30,200.30,"Planetographic, +West, 0 - 360",New Guinea,"Crater, craters",AA,-,Approved,"Aug 04, 2008",[127],New Guinea goddess of creation and knowledge who teaches people how to live correctly.,,"Aug 04, 2008"
73,Afiba,Afiba,Venus,9.50,-47.10,102.70,-47.10,-47.10,102.70,102.70,"Planetocentric, +East, 0 - 360",Ghana,"Crater, craters",AA,v47,Approved,1997,[107],Ewe first name.,,"Oct 01, 2006"
74,Afiruwa,Afiruwa,Venus,5.20,4.30,3.80,4.30,4.30,3.80,3.80,"Planetocentric, +East, 0 - 360",Nigeria,"Crater, craters",AA,v20,Approved,1997,[107],Hausa first name.,,"Oct 01, 2006"
75,Afon,Afon,Ida,0.80,-6.50,0.00,-6.50,-6.50,-,-,"Planetocentric, +East, 0 - 360",Russia,"Crater, craters",AA,-,Approved,1994,-,Cave in Russia.,Defines zero degrees longitude on Ida.,"Dec 30, 2008"
15197,Africana,Africana,Vesta,25.43,68.99,345.87,71.53,66.45,353.86,337.87,"Planetocentric, +East, 0 - 360",Roman,"Crater, craters",AA,-,Approved,"Feb 05, 2014",[283],"Cornelia Africana; Roman noblewoman, wife of Tiberus Gracchus Major, mother of Tiberus and Gaius Gracchus (c. 190-100 B.C.).",None,"Feb 05, 2014"
76,Africanus Horton,Africanus Horton,Mercury,140.00,-50.96,41.19,-49.32,-52.59,38.83,43.56,"Planetographic, +West, 0 - 360",Sierra Leone,"Crater, craters",AA,H-11,Approved,1976,[59],"(James Beale); Sierra Leonean author, folklorist (1835-1883).",None,"Oct 07, 2016"
77,Aftenia,Aftenia,Venus,7.00,49.95,324.00,49.95,49.95,324.00,324.00,"Planetocentric, +East, 0 - 360",Moldova,"Crater, craters",AA,v18,Approved,1997,[107],Moldavian first name.,,"Apr 08, 2010"
78,Afua,Afua,Venus,10.00,15.50,124.00,15.50,15.50,124.00,124.00,"Planetocentric, +East, 0 - 360",Ghana,"Crater, craters",AA,v24,Approved,1997,[107],Akan (Ghana) first name.,,"Oct 01, 2006"
79,Aganippe Fossa,Aganippe Fossa,Mars,537.16,-8.49,234.00,-4.06,-12.85,235.23,233.14,"Planetocentric, +East, 0 - 360",Greek,"Fossa, fossae",FO,mc17,Approved,1976,[57],Classical albedo feature name.,,"Oct 01, 2006"
80,Agape,Agape,Ariel,34.00,-46.90,336.50,-46.50,-47.30,338.70,334.30,"Planetocentric, +East, 0 - 360",Great Britain,"Crater, craters",AA,-,Approved,1988,[83],Spirit in Spenser's “;Fairy Queene.“;,,"Oct 01, 2006"
81,Agassiz,Agassiz,Mars,108.77,-69.88,271.11,-68.97,-70.80,273.80,268.46,"Planetocentric, +East, 0 - 360",American,"Crater, craters",AA,mc30,Approved,1973,[68],Jean L.; American naturalist (1807-1873).,,"Nov 17, 2010"
14988,Agate,Agate,Steins,0.50,57.60,1.80,57.60,57.60,1.80,1.80,"Planetocentric, +East, 0 - 360",,"Crater, craters",AA,-,Approved,"May 09, 2012",[272],"Banded gemstone, variety of the mineral chalcedony.",None,"May 09, 2012"
82,Agatharchides,Agatharchides,Moon,51.98,-19.85,-31.11,-19.00,-20.71,-30.20,-32.03,"Planetographic, +East, -180 - 180",Greek,"Crater, craters",AA,LAC-93,Approved,1935,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7081,Agatharchides A,Agatharchides A,Moon,15.68,-23.27,-28.46,-23.01,-23.53,-28.18,-28.74,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-94,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7082,Agatharchides B,Agatharchides B,Moon,6.97,-21.52,-31.71,-21.41,-21.64,-31.59,-31.83,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-93,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7083,Agatharchides C,Agatharchides C,Moon,11.46,-22.06,-32.94,-21.87,-22.24,-32.74,-33.15,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-93,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7084,Agatharchides E,Agatharchides E,Moon,15.27,-20.74,-33.19,-20.49,-20.99,-32.88,-33.41,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-93,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7085,Agatharchides F,Agatharchides F,Moon,5.89,-20.26,-31.86,-20.16,-20.35,-31.75,-31.96,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-93,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7086,Agatharchides G,Agatharchides G,Moon,5.96,-20.17,-26.84,-20.07,-20.27,-26.74,-26.95,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-94,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7087,Agatharchides H,Agatharchides H,Moon,15.97,-20.41,-33.95,-20.15,-20.67,-33.66,-34.23,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-93,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7088,Agatharchides J,Agatharchides J,Moon,13.04,-21.62,-32.61,-21.41,-21.84,-32.37,-32.84,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-93,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7089,Agatharchides K,Agatharchides K,Moon,13.35,-21.08,-27.53,-20.86,-21.30,-27.30,-27.77,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-94,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7090,Agatharchides L,Agatharchides L,Moon,7.99,-21.12,-26.79,-20.99,-21.25,-26.65,-26.93,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-94,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7091,Agatharchides N,Agatharchides N,Moon,21.65,-21.09,-29.72,-20.73,-21.45,-29.33,-30.10,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-94,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7092,Agatharchides O,Agatharchides O,Moon,4.65,-19.24,-26.71,-19.16,-19.31,-26.63,-26.79,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-94,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7093,Agatharchides P,Agatharchides P,Moon,65.98,-20.30,-28.77,-19.21,-21.39,-27.61,-29.93,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-94,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
7094,Agatharchides R,Agatharchides R,Moon,5.11,-18.36,-30.85,-18.28,-18.44,-30.76,-30.93,"Planetographic, +East, -180 - 180",Greek,Satellite Feature,SF,LAC-93,Approved,2006,[182],Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).,,"Oct 18, 2010"
